frequency_hz,allocation_hz,status,completed_calibration,fresh_diagnostic_capture_count
5737000000,"[5725000000, 5875000000]",pending_measurement,False,0
5738000000,"[5725000000, 5875000000]",pending_measurement,False,0
5739000000,"[5725000000, 5875000000]",pending_measurement,False,0
5740000000,"[5725000000, 5875000000]",pending_measurement,False,0
5741000000,"[5725000000, 5875000000]",pending_measurement,False,0
5742000000,"[5725000000, 5875000000]",pending_measurement,False,0
5743000000,"[5725000000, 5875000000]",pending_measurement,False,0
5744000000,"[5725000000, 5875000000]",pending_measurement,False,0
5745000000,"[5725000000, 5875000000]",pending_measurement,False,0
5746000000,"[5725000000, 5875000000]",pending_measurement,False,0
5747000000,"[5725000000, 5875000000]",pending_measurement,False,0
5748000000,"[5725000000, 5875000000]",pending_measurement,False,0
5749000000,"[5725000000, 5875000000]",pending_measurement,False,0
5750000000,"[5725000000, 5875000000]",pending_measurement,False,0
5751000000,"[5725000000, 5875000000]",pending_measurement,False,0
5752000000,"[5725000000, 5875000000]",pending_measurement,False,0
5753000000,"[5725000000, 5875000000]",pending_measurement,False,0
5754000000,"[5725000000, 5875000000]",pending_measurement,False,0
5755000000,"[5725000000, 5875000000]",pending_measurement,False,0
5756000000,"[5725000000, 5875000000]",pending_measurement,False,0
5757000000,"[5725000000, 5875000000]",pending_measurement,False,0
5758000000,"[5725000000, 5875000000]",pending_measurement,False,0
5759000000,"[5725000000, 5875000000]",pending_measurement,False,0
5760000000,"[5725000000, 5875000000]",pending_measurement,False,0
5761000000,"[5725000000, 5875000000]",pending_measurement,False,0
5762000000,"[5725000000, 5875000000]",pending_measurement,False,0
5763000000,"[5725000000, 5875000000]",pending_measurement,False,0
5764000000,"[5725000000, 5875000000]",pending_measurement,False,0
5765000000,"[5725000000, 5875000000]",pending_measurement,False,0
5766000000,"[5725000000, 5875000000]",pending_measurement,False,0
5767000000,"[5725000000, 5875000000]",pending_measurement,False,0
5768000000,"[5725000000, 5875000000]",pending_measurement,False,0
5769000000,"[5725000000, 5875000000]",pending_measurement,False,0
5770000000,"[5725000000, 5875000000]",pending_measurement,False,0
5771000000,"[5725000000, 5875000000]",pending_measurement,False,0
5772000000,"[5725000000, 5875000000]",pending_measurement,False,0
5773000000,"[5725000000, 5875000000]",pending_measurement,False,0
5774000000,"[5725000000, 5875000000]",pending_measurement,False,0
5775000000,"[5725000000, 5875000000]",pending_measurement,False,0
5776000000,"[5725000000, 5875000000]",pending_measurement,False,0
5777000000,"[5725000000, 5875000000]",pending_measurement,False,0
5778000000,"[5725000000, 5875000000]",pending_measurement,False,0
5779000000,"[5725000000, 5875000000]",pending_measurement,False,0
5780000000,"[5725000000, 5875000000]",pending_measurement,False,0
5781000000,"[5725000000, 5875000000]",pending_measurement,False,0
5782000000,"[5725000000, 5875000000]",pending_measurement,False,0
5783000000,"[5725000000, 5875000000]",pending_measurement,False,0
5784000000,"[5725000000, 5875000000]",pending_measurement,False,0
5785000000,"[5725000000, 5875000000]",pending_measurement,False,0
5786000000,"[5725000000, 5875000000]",pending_measurement,False,0
5787000000,"[5725000000, 5875000000]",pending_measurement,False,0
5788000000,"[5725000000, 5875000000]",pending_measurement,False,0
5789000000,"[5725000000, 5875000000]",pending_measurement,False,0
5790000000,"[5725000000, 5875000000]",pending_measurement,False,0
5791000000,"[5725000000, 5875000000]",pending_measurement,False,0
5792000000,"[5725000000, 5875000000]",pending_measurement,False,0
5793000000,"[5725000000, 5875000000]",pending_measurement,False,0
5794000000,"[5725000000, 5875000000]",pending_measurement,False,0
5795000000,"[5725000000, 5875000000]",pending_measurement,False,0
5796000000,"[5725000000, 5875000000]",pending_measurement,False,0
5797000000,"[5725000000, 5875000000]",pending_measurement,False,0
5798000000,"[5725000000, 5875000000]",pending_measurement,False,0
5799000000,"[5725000000, 5875000000]",pending_measurement,False,0
5800000000,"[5725000000, 5875000000]",pending_measurement,False,39
5801000000,"[5725000000, 5875000000]",pending_measurement,False,0
5802000000,"[5725000000, 5875000000]",pending_measurement,False,0
5803000000,"[5725000000, 5875000000]",pending_measurement,False,0
5804000000,"[5725000000, 5875000000]",pending_measurement,False,0
5805000000,"[5725000000, 5875000000]",pending_measurement,False,0
5806000000,"[5725000000, 5875000000]",pending_measurement,False,0
5807000000,"[5725000000, 5875000000]",pending_measurement,False,0
5808000000,"[5725000000, 5875000000]",pending_measurement,False,0
5809000000,"[5725000000, 5875000000]",pending_measurement,False,0
5810000000,"[5725000000, 5875000000]",pending_measurement,False,0
5811000000,"[5725000000, 5875000000]",pending_measurement,False,0
5812000000,"[5725000000, 5875000000]",pending_measurement,False,0
5813000000,"[5725000000, 5875000000]",pending_measurement,False,0
5814000000,"[5725000000, 5875000000]",pending_measurement,False,0
5815000000,"[5725000000, 5875000000]",pending_measurement,False,0
5816000000,"[5725000000, 5875000000]",pending_measurement,False,0
5817000000,"[5725000000, 5875000000]",pending_measurement,False,0
5818000000,"[5725000000, 5875000000]",pending_measurement,False,0
5819000000,"[5725000000, 5875000000]",pending_measurement,False,0
5820000000,"[5725000000, 5875000000]",pending_measurement,False,0
5821000000,"[5725000000, 5875000000]",pending_measurement,False,0
5822000000,"[5725000000, 5875000000]",pending_measurement,False,0
5823000000,"[5725000000, 5875000000]",pending_measurement,False,0
5824000000,"[5725000000, 5875000000]",pending_measurement,False,0
5825000000,"[5725000000, 5875000000]",pending_measurement,False,0
5826000000,"[5725000000, 5875000000]",pending_measurement,False,0
5827000000,"[5725000000, 5875000000]",pending_measurement,False,0
5828000000,"[5725000000, 5875000000]",pending_measurement,False,0
5829000000,"[5725000000, 5875000000]",pending_measurement,False,0
5830000000,"[5725000000, 5875000000]",pending_measurement,False,0
5831000000,"[5725000000, 5875000000]",pending_measurement,False,0
5832000000,"[5725000000, 5875000000]",pending_measurement,False,0
5833000000,"[5725000000, 5875000000]",pending_measurement,False,0
5834000000,"[5725000000, 5875000000]",pending_measurement,False,0
5835000000,"[5725000000, 5875000000]",pending_measurement,False,0
5836000000,"[5725000000, 5875000000]",pending_measurement,False,0
5837000000,"[5725000000, 5875000000]",pending_measurement,False,0
5838000000,"[5725000000, 5875000000]",pending_measurement,False,0
5839000000,"[5725000000, 5875000000]",pending_measurement,False,0
5840000000,"[5725000000, 5875000000]",pending_measurement,False,0
5841000000,"[5725000000, 5875000000]",pending_measurement,False,0
5842000000,"[5725000000, 5875000000]",pending_measurement,False,0
5843000000,"[5725000000, 5875000000]",pending_measurement,False,0
5844000000,"[5725000000, 5875000000]",pending_measurement,False,0
5845000000,"[5725000000, 5875000000]",pending_measurement,False,0
5846000000,"[5725000000, 5875000000]",pending_measurement,False,0
5847000000,"[5725000000, 5875000000]",pending_measurement,False,0
5848000000,"[5725000000, 5875000000]",pending_measurement,False,0
5849000000,"[5725000000, 5875000000]",pending_measurement,False,0
5850000000,"[5725000000, 5875000000]",pending_measurement,False,0
5851000000,"[5725000000, 5875000000]",pending_measurement,False,0
5852000000,"[5725000000, 5875000000]",pending_measurement,False,0
5853000000,"[5725000000, 5875000000]",pending_measurement,False,0
5854000000,"[5725000000, 5875000000]",pending_measurement,False,0
5855000000,"[5725000000, 5875000000]",pending_measurement,False,0
5856000000,"[5725000000, 5875000000]",pending_measurement,False,0
5857000000,"[5725000000, 5875000000]",pending_measurement,False,0
5858000000,"[5725000000, 5875000000]",pending_measurement,False,0
5859000000,"[5725000000, 5875000000]",pending_measurement,False,0
5860000000,"[5725000000, 5875000000]",pending_measurement,False,0
5861000000,"[5725000000, 5875000000]",pending_measurement,False,0
5862000000,"[5725000000, 5875000000]",pending_measurement,False,0
5863000000,"[5725000000, 5875000000]",pending_measurement,False,0
5864000000,"[5725000000, 5875000000]",pending_measurement,False,0
5865000000,"[5725000000, 5875000000]",pending_measurement,False,0
5866000000,"[5725000000, 5875000000]",pending_measurement,False,0
5867000000,"[5725000000, 5875000000]",pending_measurement,False,0
5868000000,"[5725000000, 5875000000]",pending_measurement,False,0
5869000000,"[5725000000, 5875000000]",pending_measurement,False,0
5870000000,"[5725000000, 5875000000]",pending_measurement,False,0
5871000000,"[5725000000, 5875000000]",pending_measurement,False,0
5872000000,"[5725000000, 5875000000]",pending_measurement,False,0
5873000000,"[5725000000, 5875000000]",pending_measurement,False,0
5874000000,"[5725000000, 5875000000]",pending_measurement,False,0
5875000000,"[5725000000, 5875000000]",excluded_occupied_signal_margin,False,0
